Form;form_id;form_type;record_urn;record_designation;record_mandatory;record_repeatable;dataelement_urn;dataelement_designation;dataelement_definition;dataelement_mandatory;dataelement_repeatable;data_type;data_format;unit;source_id;slots
Scores;235:7;Longitudinal;urn:osse-11:record:59:1;● Maddrey's score;false;false;urn:osse-11:dataelement:254:1;Prothrombin time;Prothrombin time;;;INTEGER;0<=x<=100;s;X_235_59_254;
Scores;235:7;Longitudinal;urn:osse-11:record:59:1;● Maddrey's score;false;false;urn:osse-11:dataelement:325:1;Control of Prothrombin time;Control of Prothrombin time;;;INTEGER;0<=x<=100;sec;X_235_59_325;
Scores;235:7;Longitudinal;urn:osse-11:record:59:1;● Maddrey's score;false;false;urn:osse-11:dataelement:264:1;Total Bilirubin;Total Bilirubin;;;FLOAT;0<=x;mg/dl;X_235_59_264;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:324:1;● Maddrey's score;Maddrey's score Formula: [4.6 × (PT − control PT(sec.))] + serum bilirubin (mg/dL);false;false;FLOAT;0<=x;;X_235_0_324;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:239:1;Temperature;Temperature;;;FLOAT;0<=x<=50;ºC;X_235_60_239;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:238:1;Heart rate;Heart rate;;;INTEGER;0<=x<=200;bpm;X_235_60_238;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:240:1;Respiratory rate;Respiratory rate;;;INTEGER;0<=x<=100;bpm;X_235_60_240;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:283:1;PaCO2;PaCO2;;;FLOAT;0<=x;mmHg;X_235_60_283;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:326:1;Mechanical ventilation;Mechanical ventilation;;;enumerated;enumerated;;X_235_60_326;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:245:1;Leucocyte (Absolute);Leucocyte (Absolute);;;FLOAT;0<=x;/nl;X_235_60_245;
Scores;235:7;Longitudinal;urn:osse-11:record:60:1;●SIRS;false;false;urn:osse-11:dataelement:252:1;Immature neutrophils (%);Immature neutrophils (%);;;FLOAT;0<=x<=100;%;X_235_60_252;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:328:1;# Positive signs of SIRS;# Positive signs of SIRS;false;false;enumerated;enumerated;;X_235_0_328;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:329:1;SIRS;SIRS;false;false;enumerated;enumerated;;X_235_0_329;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:56:1;Inclusion Date;Inclusion Date;false;false;DATE;DD.MM.YYYY;;X_235_0_56;
Scores;235:7;Longitudinal;urn:osse-11:record:61:1;Liver;false;false;urn:osse-11:dataelement:264:1;Total Bilirubin;Total Bilirubin;;;FLOAT;0<=x;mg/dl;X_235_61_264;
Scores;235:7;Longitudinal;urn:osse-11:record:61:1;Liver;false;false;urn:osse-11:dataelement:330:1;Liver score;Liver score;;;INTEGER;1<=x<=3;;X_235_61_330;
Scores;235:7;Longitudinal;urn:osse-11:record:61:1;Liver;false;false;urn:osse-11:dataelement:57:1;Liver failure;Liver failure;;;enumerated;enumerated;;X_235_61_57;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:62:1;Kidney;false;false;urn:osse-11:dataelement:265:1;Creatinine;Creatinine;;;FLOAT;0<=x;mg/dl;X_235_62_265;
Scores;235:7;Longitudinal;urn:osse-11:record:62:1;Kidney;false;false;urn:osse-11:dataelement:61:1;Renal replacement therapy;Renal replacement therapy;;;BOOLEAN;(true|false|yes|no|f|t);;X_235_62_61;
Scores;235:7;Longitudinal;urn:osse-11:record:62:1;Kidney;false;false;urn:osse-11:dataelement:331:1;Kidney score;Kidney score;;;INTEGER;0<=x<=3;;X_235_62_331;
Scores;235:7;Longitudinal;urn:osse-11:record:62:1;Kidney;false;false;urn:osse-11:dataelement:59:1;Renal failure;Renal failure;;;enumerated;enumerated;;X_235_62_59;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:63:1;Brain;false;false;urn:osse-11:dataelement:323:1;Grade of Encephalopathy;(West Haven criteria);;;enumerated;enumerated;;X_235_63_323;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:63:1;Brain;false;false;urn:osse-11:dataelement:332:1;Brain score;Brain score;;;INTEGER;0<=x<=3;;X_235_63_332;
Scores;235:7;Longitudinal;urn:osse-11:record:63:1;Brain;false;false;urn:osse-11:dataelement:62:1;Cerebral failure;West Haven grade 3 to 4;;;enumerated;enumerated;;X_235_63_62;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:65:1;Coagulation;false;false;urn:osse-11:dataelement:256:1;INR;INR;;;FLOAT;0<=x<=100;;X_235_65_256;
Scores;235:7;Longitudinal;urn:osse-11:record:65:1;Coagulation;false;false;urn:osse-11:dataelement:333:1;Coagulation score ;Coagulation score ;;;INTEGER;0<=x<=3;;X_235_65_333;
Scores;235:7;Longitudinal;urn:osse-11:record:65:1;Coagulation;false;false;urn:osse-11:dataelement:64:1;Coagulation failure;INR over 2.5;;;enumerated;enumerated;;X_235_65_64;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:67:1;Systolic Blood Pressure;Systolic Blood Pressure;;;INTEGER;0<=x<=300;mmHg;X_235_64_67;
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:68:1;Diastolic Blood Pressure;Diastolic Blood Pressure;;;INTEGER;0<=x<=300;mmHg;X_235_64_68;
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:69:1;Mean Arterial Pressure ;Formula: MAP= (2*DBP+SBP)/3;;;FLOAT;0<=x<=300;mmHg;X_235_64_69;
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:167:1;Vasopressors;Vasopressors;;;enumerated;enumerated;;X_235_64_167;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:334:1;Circulatory score;Circulatory score;;;INTEGER;0<=x<=3;;X_235_64_334;
Scores;235:7;Longitudinal;urn:osse-11:record:64:1;Circulation;false;false;urn:osse-11:dataelement:66:1;Circulatory failure;Circulatory failure;;;enumerated;enumerated;;X_235_64_66;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:66:1;Lung;false;false;urn:osse-11:dataelement:282:1;PaO2;PaO2;;;FLOAT;0<=x;mmHg;X_235_66_282;
Scores;235:7;Longitudinal;urn:osse-11:record:66:1;Lung;false;false;urn:osse-11:dataelement:73:1;SpO2;SpO2;;;INTEGER;0<=x<=100;%;X_235_66_73;
Scores;235:7;Longitudinal;urn:osse-11:record:66:1;Lung;false;false;urn:osse-11:dataelement:326:1;Mechanical ventilation;Mechanical ventilation;;;enumerated;enumerated;;X_235_66_326;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:66:1;Lung;false;false;urn:osse-11:dataelement:335:1;Lung score;Lung score;;;INTEGER;0<=x<=3;;X_235_66_335;
Scores;235:7;Longitudinal;urn:osse-11:record:66:1;Lung;false;false;urn:osse-11:dataelement:71:1;Respiratory failure;Respiratory failure;;;enumerated;enumerated;;X_235_66_71;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:336:1;Total number of failures;Total number of failures;false;false;INTEGER;0<=x<=6;;X_235_0_336;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:88:1;CLIF Organ Failure Score;CLIF Organ Failure Score;false;false;INTEGER;0<=x<=20;;X_235_0_88;
Scores;235:7;Longitudinal;urn:osse-11:record:68:1;CLIF-C AD score;false;false;urn:osse-11:dataelement:337:1;Age;Age;;;INTEGER;0<=x<=100;years;X_235_68_337;
Scores;235:7;Longitudinal;urn:osse-11:record:68:1;CLIF-C AD score;false;false;urn:osse-11:dataelement:245:1;Leucocyte (Absolute);Leucocyte (Absolute);;;FLOAT;0<=x;/nl;X_235_68_245;
Scores;235:7;Longitudinal;urn:osse-11:record:68:1;CLIF-C AD score;false;false;urn:osse-11:dataelement:265:1;Creatinine;Creatinine;;;FLOAT;0<=x;mg/dl;X_235_68_265;
Scores;235:7;Longitudinal;urn:osse-11:record:68:1;CLIF-C AD score;false;false;urn:osse-11:dataelement:256:1;INR;INR;;;FLOAT;0<=x<=100;;X_235_68_256;
Scores;235:7;Longitudinal;urn:osse-11:record:68:1;CLIF-C AD score;false;false;urn:osse-11:dataelement:266:1;Sodium;Sodium;;;FLOAT;0<=x<=200;mmol/l;X_235_68_266;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:91:1;CLIF-C AD score;CLIF-C AD score;false;false;INTEGER;0<=x<=200;;X_235_0_91;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:2:2;Blood sample collection information;false;false;urn:osse-11:dataelement:13:2;Blood sample collection;Blood sample collection yes or no;;;enumerated;enumerated;;X_223_2_13;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:2:2;Blood sample collection information;false;false;urn:osse-11:dataelement:19:1;Time of collection;Blood sample collection time;;;DATETIME;DD.MM.YYYY hh:mm;;X_223_2_19;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:2:2;Blood sample collection information;false;false;urn:osse-11:dataelement:14:1;Type of blood sample;Type of blood sample;;;enumerated;enumerated;;X_223_2_14;SELECT_MANY_CHECKBOX
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:7:1;Urine sample collection information;false;false;urn:osse-11:dataelement:28:1;Urine sample collected;Whether urine sample collected;;;BOOLEAN;(true|false|yes|no|f|t);;X_223_7_28;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:7:1;Urine sample collection information;false;false;urn:osse-11:dataelement:29:1;Collection date;sample collection date;;;DATE;DD.MM.YYYY;;X_223_7_29;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:7:1;Urine sample collection information;false;false;urn:osse-11:dataelement:30:1;According to tube type;Tube for urine samples;;;enumerated;enumerated;;X_223_7_30;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:8:1;Ascitic fluid sample collection information;false;false;urn:osse-11:dataelement:31:1;Ascitic fluid collected;Whether ascitic fluid collected or not;;;BOOLEAN;(true|false|yes|no|f|t);;X_223_8_31;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:8:1;Ascitic fluid sample collection information;false;false;urn:osse-11:dataelement:29:1;Collection date;sample collection date;;;DATE;DD.MM.YYYY;;X_223_8_29;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:32:1;Stool sample collected;Whether stool sample collected;;;BOOLEAN;(true|false|yes|no|f|t);;X_223_9_32;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:29:1;Collection date;sample collection date;;;DATE;DD.MM.YYYY;;X_223_9_29;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:33:1;Place of stool sample collection;Place of stool sample collection;;;enumerated;enumerated;;X_223_9_33;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:34:1;Approximate time of stool sample collection at home;Approximate time of stool sample collection at home;;;TIME;hh:mm;;X_223_9_34;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:35:1;Temperature of stool  stored at home;Temperature of stool  stored at home;;;enumerated;enumerated;;X_223_9_35;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:37:1;Time from stool sample collection to final storage at -80 C°;Time from stool sample collection to final storage at -80 C°;;;enumerated;enumerated;;X_223_9_37;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:9:1;Stool sample collection information;false;false;urn:osse-11:dataelement:36:1;If > 12h, please provide;Approximate time of stool sample collection to final storage at -80 C°;;;INTEGER;0<=x<=100;hours;X_223_9_36;
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:10:1;Hair sample collection information;false;false;urn:osse-11:dataelement:38:1;Hair sample collected;Whether hair sample collected;;;BOOLEAN;(true|false|yes|no|f|t);;X_223_10_38;SELECT_ONE_RADIO
Biobank sample collection;223:3;Longitudinal;urn:osse-11:record:10:1;Hair sample collection information;false;false;urn:osse-11:dataelement:29:1;Collection date;sample collection date;;;DATE;DD.MM.YYYY;;X_223_10_29;
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:8:1;Status;Patient's status;false;false;enumerated;enumerated;;X_236_0_8;SELECT_ONE_RADIO
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:338:1;Patient's vital status;Patient's vital status;true;false;enumerated;enumerated;;X_236_0_338;SELECT_ONE_RADIO
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:339:1;Date of Death;Date of Death;false;false;DATE;DD.MM.YYYY;;X_236_0_339;
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:340:1;In-hospital death;In-hospital death;false;false;enumerated;enumerated;;X_236_0_340;SELECT_ONE_RADIO
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:341:1;Cause(s) of death;Cause(s) of death;false;false;enumerated;enumerated;;X_236_0_341;SELECT_MANY_CHECKBOX
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:342:1;Other cause of death specification:;Other cause of death specification:;false;false;STRING;;;X_236_0_342;
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:343:1;Liver transplantation since last contact;Liver transplantation since last contact;true;false;enumerated;enumerated;;X_236_0_343;SELECT_ONE_RADIO
Status;236:2;Longitudinal;;;;;urn:osse-11:dataelement:344:1;Date of liver transplantation;Date of liver transplantation;false;false;DATE;DD.MM.YYYY;;X_236_0_344;
